country,Year,GDP,Population,Suicide
Netherlands,2007,4.11,0.0612,1820
Netherlands,2008,1.78,0.0614,1840
Netherlands,2009,-3.83,0.0613,1860
Netherlands,2010,1.44,0.061,1890
Netherlands,2011,0.833,0.061,1920
Netherlands,2012,-1.31,0.0608,1940
Netherlands,2013,-0.773,0.0603,1950
New Zealand,1990,0.305,0.0864,487
New Zealand,1991,-1.02,0.0837,500
New Zealand,1992,1.56,0.0805,507
New Zealand,1993,7.15,0.0776,511
New Zealand,1994,5.75,0.0754,524
New Zealand,1995,4.17,0.0739,538
New Zealand,1996,3.12,0.0716,549
New Zealand,1997,0.87,0.0702,552
New Zealand,1998,0.00028,0.0699,549
New Zealand,1999,4.83,0.0706,528
New Zealand,2000,2.03,0.0716,510
New Zealand,2001,3.72,0.0724,512
New Zealand,2002,4.86,0.0729,508
New Zealand,2003,3.84,0.0733,515
New Zealand,2004,4.06,0.0735,518
New Zealand,2005,2.24,0.0739,522
New Zealand,2006,3.06,0.0743,524
New Zealand,2007,3.6,0.0747,524
New Zealand,2008,-0.685,0.0747,529
New Zealand,2009,-1.73,0.0743,528
New Zealand,2010,1.63,0.0735,524
New Zealand,2011,1.68,0.0728,523
New Zealand,2012,3,0.072,522
New Zealand,2013,2.52,0.0711,517
Nicaragua,1990,-1.97,0.11,220
Nicaragua,1991,-2.87,0.111,230
Nicaragua,1992,-0.481,0.112,252
Nicaragua,1993,-0.953,0.113,273
Nicaragua,1994,3.44,0.114,308
Nicaragua,1995,3.9,0.115,339
Nicaragua,1996,4.12,0.116,368
Nicaragua,1997,4.54,0.117,397
Nicaragua,1998,3.56,0.119,415
Nicaragua,1999,18.8,0.119,415
Nicaragua,2000,-5.54,0.12,417
Nicaragua,2001,2.31,0.119,413
Nicaragua,2002,-0.0999,0.119,414
Nicaragua,2003,1.73,0.117,419
Nicaragua,2004,4.34,0.116,424
Nicaragua,2005,3.3,0.115,420
Nicaragua,2006,5.27,0.114,405
Nicaragua,2007,5.57,0.112,404
Nicaragua,2008,3.98,0.111,412
Nicaragua,2009,-2.15,0.11,412
Nicaragua,2010,3.8,0.108,409
Nicaragua,2011,5.63,0.106,409
Nicaragua,2012,5.58,0.104,419
Nicaragua,2013,4.6,0.102,432
Niger,1990,-1.47,0.0975,267
Niger,1991,2.92,0.0981,270
Niger,1992,-6.06,0.0994,284
Niger,1993,1.91,0.101,297
Niger,1994,4.54,0.103,310
Niger,1995,3.14,0.104,328
Niger,1996,4,0.103,336
Niger,1997,3.54,0.102,353
Niger,1998,11.2,0.102,370
Niger,1999,0.0718,0.101,384
Niger,2000,-0.779,0.1,398
Niger,2001,7.74,0.0995,417
Niger,2002,3.6,0.0986,426
Niger,2003,5.08,0.098,443
Niger,2004,-0.25,0.0978,457
Niger,2005,8,0.0978,477
Niger,2006,5.83,0.0984,500
Niger,2007,0.626,0.0991,518
Niger,2008,9.67,0.0999,537
Niger,2009,-0.863,0.101,557
Niger,2010,11.2,0.102,578
Niger,2011,2.64,0.102,604
Niger,2012,11.6,0.103,630
Niger,2013,4.03,0.104,661
Nigeria,1990,12.8,0.104,3730
Nigeria,1991,-0.618,0.105,3900
Nigeria,1992,0.434,0.105,4090
Nigeria,1993,2.09,0.106,4250
Nigeria,1994,0.91,0.107,4330
Nigeria,1995,-0.307,0.108,4480
Nigeria,1996,4.99,0.108,4690
Nigeria,1997,2.8,0.109,4910
Nigeria,1998,2.72,0.109,5080
Nigeria,1999,0.474,0.109,5200
Nigeria,2000,5.32,0.109,5370
Nigeria,2001,7.64,0.108,5340
Nigeria,2002,21.4,0.107,5430
Nigeria,2003,10.2,0.107,5370
Nigeria,2004,10.5,0.106,5350
Nigeria,2005,6.51,0.105,5300
Nigeria,2006,6.03,0.104,5390
Nigeria,2007,6.45,0.103,5480
Nigeria,2008,6.27,0.103,5470
Nigeria,2009,6.93,0.102,5610
Nigeria,2010,7.84,0.102,5700
Nigeria,2011,7.41,0.102,5640
Nigeria,2012,6.39,0.102,5640
Nigeria,2013,6.07,0.102,5700
North Korea,1990,-6.66,0.115,2290
North Korea,1991,-3.44,0.108,2350
North Korea,1992,-10.1,0.0983,2380
North Korea,1993,-5.7,0.0886,2420
North Korea,1994,0.665,0.0807,2490
North Korea,1995,-8.9,0.0759,2580
North Korea,1996,-2.21,0.0739,2660
North Korea,1997,-10.7,0.0748,2740
North Korea,1998,4.01,0.0776,2810
North Korea,1999,9.66,0.0803,2840
North Korea,2000,-5.73,0.0817,2860
North Korea,2001,7.17,0.0823,2890
North Korea,2002,1.3,0.0819,2920
North Korea,2003,2.94,0.0809,2940
North Korea,2004,1.04,0.08,2960
North Korea,2005,4.48,0.0798,2960
North Korea,2006,0.369,0.0801,2980
North Korea,2007,-4.22,0.0807,3010
North Korea,2008,3.04,0.0816,3050
North Korea,2009,-0.972,0.0822,3080
North Korea,2010,-0.553,0.0823,3110
North Korea,2011,0.695,0.0819,3140
North Korea,2012,0.149,0.081,3160
North Korea,2013,0,0.0798,3180
North Macedonia,1990,-6.87,0.084,185
North Macedonia,1991,0.311,0.0827,187
North Macedonia,1992,-6.56,0.0819,186
North Macedonia,1993,-7.48,0.0818,185
North Macedonia,1994,-1.75,0.082,183
North Macedonia,1995,-1.12,0.0826,183
North Macedonia,1996,1.17,0.083,184
North Macedonia,1997,1.44,0.0836,187
North Macedonia,1998,3.37,0.0841,190
North Macedonia,1999,4.35,0.0843,193
North Macedonia,2000,4.56,0.0843,193
North Macedonia,2001,-4.52,0.0839,194
North Macedonia,2002,0.889,0.0832,194
North Macedonia,2003,2.85,0.0822,194
North Macedonia,2004,4.15,0.0813,196
North Macedonia,2005,4.19,0.0804,198
North Macedonia,2006,5.08,0.0796,199
North Macedonia,2007,6.14,0.0789,198
North Macedonia,2008,5.06,0.0782,198
North Macedonia,2009,-0.914,0.0771,198
North Macedonia,2010,2.86,0.0756,196
North Macedonia,2011,2.8,0.0735,197
North Macedonia,2012,-0.466,0.0709,201
North Macedonia,2013,3,0.0681,202
Norway,1990,2.38,0.0743,700
Norway,1991,3.86,0.0719,696
Norway,1992,3.45,0.0692,685
Norway,1993,2.88,0.0663,664
Norway,1994,5.46,0.0637,642
Norway,1995,4.62,0.0617,629
Norway,1996,5.55,0.0603,610
Norway,1997,5.45,0.0595,608
Norway,1998,2.34,0.059,611
Norway,1999,2.18,0.0589,617
Norway,2000,3.36,0.0591,615
Norway,2001,2.17,0.0597,611
Norway,2002,1.72,0.0605,598
Norway,2003,1.27,0.0616,593
Norway,2004,4.26,0.0626,587
Norway,2005,3.32,0.0635,575
Norway,2006,2.41,0.0645,568
Norway,2007,2.73,0.0653,567
Norway,2008,-0.152,0.0659,573
Norway,2009,-1.37,0.0664,589
Norway,2010,-0.101,0.0666,593
Norway,2011,0.882,0.0665,604
Norway,2012,2.2,0.066,586
Norway,2013,0.238,0.0651,587
Oman,1990,0.418,0.083,41.8
Oman,1991,6.27,0.0835,44.5
Oman,1992,8.95,0.0847,47.8
Oman,1993,6.3,0.087,52.3
Oman,1994,3.61,0.0896,55.8
Oman,1995,3.56,0.092,58.4
Oman,1996,0.58,0.0998,59
Oman,1997,2.92,0.105,58.2
Oman,1998,-0.947,0.109,56.9
Oman,1999,-3.75,0.11,55.7
Oman,2000,2.13,0.109,55
Oman,2001,4.55,0.11,55.2
Oman,2002,0.176,0.111,56.4
Oman,2003,0.0153,0.112,58.8
Oman,2004,3.76,0.114,61.7
Oman,2005,4.53,0.114,60.2
Oman,2006,6.07,0.116,63
Oman,2007,7.49,0.113,66.6
Oman,2008,14,0.107,70.3
Oman,2009,2.62,0.0981,74.6
Oman,2010,24,0.0885,81.9
Oman,2011,-10.1,0.0836,93.5
Oman,2012,3.83,0.077,106
Oman,2013,3.69,0.0697,119
Pakistan,1990,4.82,0.0998,3450
Pakistan,1991,5.57,0.0994,3650
Pakistan,1992,7.93,0.0994,3900
Pakistan,1993,2.3,0.0997,4190
Pakistan,1994,3.84,0.1,4470
Pakistan,1995,5.01,0.101,4800
Pakistan,1996,4.82,0.102,5010
Pakistan,1997,1.12,0.102,5290
Pakistan,1998,2.66,0.103,5450
Pakistan,1999,3.68,0.104,5620
Pakistan,2000,2.97,0.105,5820
Pakistan,2001,1.24,0.106,5970
Pakistan,2002,3.11,0.107,6210
Pakistan,2003,4.74,0.108,6410
Pakistan,2004,7.31,0.109,6590
Pakistan,2005,7.45,0.11,6720
Pakistan,2006,5.76,0.11,6720
Pakistan,2007,6.83,0.111,6720
Pakistan,2008,3.74,0.111,6740
Pakistan,2009,-0.864,0.111,6730
Pakistan,2010,2.77,0.11,6700
Pakistan,2011,2.77,0.11,6730
Pakistan,2012,4.11,0.109,6800
Pakistan,2013,3.36,0.108,6850
Palestine,1990,7.39,0.109,42.9
Palestine,1991,7.66,0.108,44
Palestine,1992,7.94,0.108,44.8
Palestine,1993,8.08,0.108,45.7
Palestine,1994,8.25,0.108,46.7
Palestine,1995,8.23,0.107,48.1
Palestine,1996,8.34,0.107,50.5
Palestine,1997,8.31,0.106,53.2
Palestine,1998,9.87,0.105,54.8
Palestine,1999,9.38,0.105,57.2
Palestine,2000,-0.306,0.106,60.8
Palestine,2001,-20.8,0.106,67.8
Palestine,2002,-21.2,0.107,74.7
Palestine,2003,-14.4,0.108,76.4
Palestine,2004,-1.6,0.11,81.9
Palestine,2005,-1.34,0.112,84.5
Palestine,2006,-5.2,0.114,86.3
Palestine,2007,5.36,0.116,87.5
Palestine,2008,7.12,0.119,87.9
Palestine,2009,7.4,0.12,88.4
Palestine,2010,9.83,0.121,89.1
Palestine,2011,9.88,0.12,91.7
Palestine,2012,5.84,0.119,96.8
Palestine,2013,0,0.118,105
Panama,1990,4.73,0.109,128
Panama,1991,9.11,0.108,136
Panama,1992,8.34,0.107,145
Panama,1993,5.5,0.106,155
Panama,1994,3.29,0.104,163
Panama,1995,2.03,0.103,171
Panama,1996,2.51,0.102,175
Panama,1997,4.41,0.1,181
Panama,1998,4.05,0.0992,182
Panama,1999,3.38,0.0979,182
Panama,2000,2.65,0.0969,183
Panama,2001,0.689,0.0959,187
Panama,2002,2.42,0.0951,192
Panama,2003,4.53,0.0944,202
Panama,2004,7.67,0.0936,206
Panama,2005,7.03,0.0927,207
Panama,2006,8.54,0.0919,212
Panama,2007,12,0.0908,217
Panama,2008,9.97,0.0898,224
Panama,2009,3.68,0.089,225
Panama,2010,7.23,0.0883,221
Panama,2011,10.6,0.0878,223
Panama,2012,10.5,0.0875,222
Panama,2013,7.65,0.0873,218
Papua New Guinea,1990,-3.13,0.108,655
Papua New Guinea,1991,9.42,0.108,673
Papua New Guinea,1992,13.7,0.109,692
Papua New Guinea,1993,18.1,0.109,706
Papua New Guinea,1994,5.85,0.109,717
Papua New Guinea,1995,-3.39,0.11,733
Papua New Guinea,1996,7.66,0.109,740
Papua New Guinea,1997,-3.96,0.109,749
Papua New Guinea,1998,-3.81,0.109,760
Papua New Guinea,1999,1.83,0.108,752
Papua New Guinea,2000,-2.5,0.107,738
Papua New Guinea,2001,-0.105,0.106,754
Papua New Guinea,2002,-0.12,0.105,779
Papua New Guinea,2003,2.24,0.104,794
Papua New Guinea,2004,2.86,0.103,817
Papua New Guinea,2005,3.57,0.102,849
Papua New Guinea,2006,2.39,0.101,873
Papua New Guinea,2007,7.24,0.101,898
Papua New Guinea,2008,6.69,0.1,919
Papua New Guinea,2009,6.19,0.1,944
Papua New Guinea,2010,7.37,0.101,967
Papua New Guinea,2011,10.8,0.101,987
Papua New Guinea,2012,7.84,0.102,1000
Papua New Guinea,2013,4.27,0.103,1010
Paraguay,1990,2.83,0.0996,130
Paraguay,1991,2.21,0.0994,140
Paraguay,1992,1.37,0.0997,153
Paraguay,1993,3.6,0.101,158
Paraguay,1994,2.56,0.102,162
Paraguay,1995,4.01,0.103,171
Paraguay,1996,0.789,0.104,179
Paraguay,1997,2.06,0.106,192
Paraguay,1998,-0.946,0.107,203
Paraguay,1999,-0.0673,0.108,215
Paraguay,2000,-0.971,0.11,228
Paraguay,2001,1.49,0.11,242
Paraguay,2002,-0.633,0.111,258
Paraguay,2003,3.2,0.111,273
Paraguay,2004,3.49,0.111,287
Paraguay,2005,2.29,0.111,300
Paraguay,2006,4.68,0.111,312
Paraguay,2007,5.26,0.11,321
Paraguay,2008,6.16,0.109,331
Paraguay,2009,-4.16,0.108,347
Paraguay,2010,12.8,0.108,359
Paraguay,2011,4.1,0.107,373
Paraguay,2012,-1.25,0.106,386
Paraguay,2013,13,0.106,401
Peru,1990,-5.13,0.109,754
Peru,1991,2.39,0.108,798
Peru,1992,-1.05,0.107,855
Peru,1993,5.49,0.107,908
Peru,1994,13.3,0.106,963
Peru,1995,8.38,0.106,982
Peru,1996,2.15,0.105,1020
Peru,1997,8.5,0.105,1030
Peru,1998,0.0493,0.105,1030
Peru,1999,0.873,0.105,1020
Peru,2000,3.05,0.105,981
Peru,2001,0.0775,0.105,968
Peru,2002,4.78,0.104,958
Peru,2003,3.77,0.104,947
Peru,2004,2.99,0.104,941
Peru,2005,6.17,0.103,936
Peru,2006,7.28,0.102,930
Peru,2007,7.81,0.102,934
Peru,2008,9.27,0.101,937
Peru,2009,0.377,0.101,950
Peru,2010,8.3,0.0997,970
Peru,2011,6.45,0.0979,984
Peru,2012,5.85,0.0958,975
Peru,2013,4.61,0.0936,943
Philippines,1990,3.18,0.107,6790
Philippines,1991,-0.411,0.106,6610
Philippines,1992,0.602,0.106,6000
Philippines,1993,2.35,0.106,5550
Philippines,1994,4.53,0.106,5320
Philippines,1995,4.7,0.106,5070
Philippines,1996,5.75,0.106,4750
Philippines,1997,5.23,0.106,4260
Philippines,1998,-0.46,0.105,3930
Philippines,1999,3.57,0.105,3610
Philippines,2000,6.08,0.105,3800
Philippines,2001,1.84,0.105,3820
Philippines,2002,4.46,0.105,3880
Philippines,2003,5.01,0.106,3950
Philippines,2004,6.48,0.106,3910
Philippines,2005,4.95,0.106,4040
Philippines,2006,5.07,0.105,4260
Philippines,2007,6.37,0.104,4450
Philippines,2008,3.84,0.104,4650
Philippines,2009,2.3,0.104,4880
Philippines,2010,7.57,0.104,5020
Philippines,2011,3.89,0.104,5160
Philippines,2012,6.82,0.103,5290
Philippines,2013,7.1,0.102,5350
Poland,1990,-9.75,0.0748,5740
Poland,1991,-7.09,0.0766,6070
Poland,1992,2.43,0.0783,6090
Poland,1993,3.66,0.0799,5980
Poland,1994,5.21,0.0815,6090
Poland,1995,6.88,0.0832,6270
Poland,1996,5.94,0.0845,6310
Poland,1997,6.7,0.0859,6660
Poland,1998,5.42,0.0869,6930
Poland,1999,4.51,0.0874,7260
Poland,2000,4.12,0.087,7190
Poland,2001,1.15,0.0858,7260
Poland,2002,1.4,0.0837,7270
Poland,2003,3.83,0.081,7250
Poland,2004,5.34,0.0784,7410
Poland,2005,3.22,0.076,7510
Poland,2006,6.29,0.0737,7570
Poland,2007,6.93,0.0716,7620
Poland,2008,5.23,0.0698,7660
Poland,2009,1.66,0.0678,7670
Poland,2010,3.86,0.0655,7520
Poland,2011,3.4,0.063,7460
Poland,2012,1.96,0.0603,7380
Poland,2013,1.6,0.0576,7180
Portugal,1990,4.43,0.0846,1570
Portugal,1991,4.63,0.0843,1580
Portugal,1992,1.36,0.0834,1570
Portugal,1993,-1.99,0.0821,1550
Portugal,1994,0.856,0.0805,1520
Portugal,1995,4.38,0.0788,1510
Portugal,1996,3.73,0.0768,1490
Portugal,1997,4.03,0.0747,1470
Portugal,1998,4.54,0.0726,1420
Portugal,1999,3.63,0.0704,1410
Portugal,2000,3.85,0.0683,1410
Portugal,2001,1.93,0.0659,1410
Portugal,2002,0.752,0.0633,1410
Portugal,2003,-0.814,0.0607,1390
Portugal,2004,1.48,0.0584,1360
Portugal,2005,0.676,0.0564,1350
Portugal,2006,1.39,0.0549,1350
Portugal,2007,2.37,0.054,1390
Portugal,2008,0.0675,0.0536,1410
Portugal,2009,-2.79,0.0536,1420
Portugal,2010,2.01,0.0538,1430
Portugal,2011,-0.813,0.0534,1420
Portugal,2012,-2.69,0.0531,1420
Portugal,2013,-1.4,0.0529,1420
Qatar,1990,1.94,0.0623,38.8
Qatar,1991,-1.83,0.0646,40.6
Qatar,1992,8.27,0.0648,41.4
Qatar,1993,-1.98,0.0631,42.5
Qatar,1994,1.03,0.0606,44.3
Qatar,1995,1.92,0.0584,46.4
Qatar,1996,4.57,0.0616,46.5
Qatar,1997,30,0.0654,47
Qatar,1998,12.5,0.0688,48
Qatar,1999,4.64,0.0707,48.5
Qatar,2000,8.29,0.0709,49.4
Qatar,2001,0.992,0.0734,51.4
Qatar,2002,3.93,0.0718,50.1
Qatar,2003,2.41,0.0676,48.2
Qatar,2004,25.8,0.0623,49.3
Qatar,2005,16.9,0.0569,53.9
Qatar,2006,28.2,0.0698,63.5
Qatar,2007,20.7,0.0684,75.7
Qatar,2008,18,0.0586,89
Qatar,2009,13.3,0.0453,102
Qatar,2010,23.9,0.0331,110
Qatar,2011,15.5,0.0426,115
Qatar,2012,2.42,0.0481,120
Qatar,2013,-1.62,0.0486,127
Romania,1990,-10.8,0.084,2420
Romania,1991,-12.9,0.0836,2430
Romania,1992,-9.05,0.0845,2600
Romania,1993,1.06,0.0858,2700
Romania,1994,3.41,0.0867,2800
Romania,1995,6.71,0.0863,2870
Romania,1996,3.68,0.0849,2940
Romania,1997,-6.25,0.0822,2950
Romania,1998,-5,0.0791,2860
Romania,1999,-1.44,0.0769,2780
Romania,2000,1.81,0.0764,2770
Romania,2001,5.38,0.076,2840
Romania,2002,4.69,0.0776,2890
Romania,2003,4.61,0.08,2870
Romania,2004,8.22,0.0816,2780
Romania,2005,3.87,0.0812,2750
Romania,2006,7.71,0.0776,2710
Romania,2007,6.14,0.0723,2670
Romania,2008,7.25,0.0665,2730
Romania,2009,-6.66,0.0616,2730
Romania,2010,-1.21,0.0585,2710
Romania,2011,2.22,0.0561,2530
Romania,2012,0.685,0.0548,2510
Romania,2013,3.49,0.0543,2480
Russia,1990,-2.42,0.0688,46000
Russia,1991,-4.93,0.0696,48100
Russia,1992,-14.4,0.0703,55100
Russia,1993,-8.66,0.0708,67800
Russia,1994,-12.8,0.0716,76400
Russia,1995,-4.24,0.0727,75100
Russia,1996,-3.64,0.0746,69600
Russia,1997,1.35,0.0765,64700
Russia,1998,-5.39,0.0786,64200
Russia,1999,6.4,0.0807,71100
Russia,2000,10.1,0.0827,74700
Russia,2001,5.19,0.0844,74400
Russia,2002,4.83,0.0861,74400
Russia,2003,7.46,0.0871,73700
Russia,2004,7.37,0.0868,72100
Russia,2005,6.6,0.0848,71300
Russia,2006,8.36,0.0816,65300
Russia,2007,8.68,0.077,62300
Russia,2008,5.15,0.0716,60800
Russia,2009,-7.8,0.0664,56700
Russia,2010,4.28,0.0617,55200
Russia,2011,4.57,0.057,52900
Russia,2012,3.23,0.0528,50800
Russia,2013,1.23,0.0494,50200
Rwanda,1990,-3.46,0.104,581
Rwanda,1991,-9.94,0.106,593
Rwanda,1992,-2.36,0.109,582
Rwanda,1993,-16.9,0.113,568
Rwanda,1994,-45.4,0.117,566
Rwanda,1995,49.9,0.12,576
Rwanda,1996,11.6,0.119,600
Rwanda,1997,2.77,0.119,639
Rwanda,1998,20.3,0.119,682
Rwanda,1999,14.9,0.119,704
Rwanda,2000,11,0.119,708
Rwanda,2001,9.02,0.121,687
Rwanda,2002,9.92,0.122,667
Rwanda,2003,0.356,0.122,645
Rwanda,2004,3.25,0.122,633
Rwanda,2005,5.67,0.122,625
Rwanda,2006,10.1,0.119,625
Rwanda,2007,6.29,0.116,624
Rwanda,2008,14.4,0.113,619
Rwanda,2009,7.24,0.111,615
Rwanda,2010,8.2,0.109,615
Rwanda,2011,9.21,0.107,626
Rwanda,2012,8.93,0.106,632
Rwanda,2013,5.91,0.106,645
Samoa,1990,-4.41,0.129,25.2
Samoa,1991,-2.28,0.124,25.3
Samoa,1992,-0.181,0.119,25.3
Samoa,1993,4.12,0.115,25.2
Samoa,1994,-2.55,0.113,25
Samoa,1995,6.53,0.112,24.7
Samoa,1996,7.22,0.11,24.5
Samoa,1997,0.728,0.107,24.3
Samoa,1998,2.29,0.105,23.8
Samoa,1999,2.93,0.103,23.4
Samoa,2000,6.96,0.102,22.7
Samoa,2001,7.88,0.101,22.4
Samoa,2002,1.61,0.0997,22.1
Samoa,2003,2.84,0.0988,21.8
Samoa,2004,3,0.0987,21.6
Samoa,2005,4.7,0.0994,21.4
Samoa,2006,2.07,0.1,21.3
Samoa,2007,1.68,0.101,21.4
Samoa,2008,4.15,0.103,20.8
Samoa,2009,-5.16,0.104,20.9
Samoa,2010,0.396,0.104,21
Samoa,2011,2.12,0.103,21.1
Samoa,2012,3.09,0.102,21.2
Samoa,2013,-0.176,0.1,21.4
Sao Tome and Principe,1990,-2.15,0.103,1.91
Sao Tome and Principe,1991,1.2,0.106,1.93
Sao Tome and Principe,1992,0.7,0.111,1.94
Sao Tome and Principe,1993,1.1,0.117,1.97
Sao Tome and Principe,1994,2.2,0.122,1.96
Sao Tome and Principe,1995,2,0.125,1.99
Sao Tome and Principe,1996,1.5,0.128,2.08
Sao Tome and Principe,1997,0.996,0.128,2.14
Sao Tome and Principe,1998,2.5,0.128,2.2
Sao Tome and Principe,1999,2.5,0.127,2.23
Sao Tome and Principe,2000,0.448,0.125,2.25
Sao Tome and Principe,2001,3.06,0.123,2.29
Sao Tome and Principe,2002,1.99,0.122,2.36
Sao Tome and Principe,2003,6.74,0.121,2.61
Sao Tome and Principe,2004,4.55,0.119,2.69
Sao Tome and Principe,2005,3.08,0.117,2.74
Sao Tome and Principe,2006,12.3,0.114,2.83
Sao Tome and Principe,2007,2.37,0.11,2.81
Sao Tome and Principe,2008,9.44,0.106,2.85
Sao Tome and Principe,2009,4.82,0.103,2.95
Sao Tome and Principe,2010,4.5,0.101,3
Sao Tome and Principe,2011,4.94,0.0998,3.13
Sao Tome and Principe,2012,-5.61,0.0995,3.39
Sao Tome and Principe,2013,4,0.0998,3.44
Saudi Arabia,1990,16.2,0.0892,332
Saudi Arabia,1991,10.3,0.0871,346
Saudi Arabia,1992,2,0.0867,357
Saudi Arabia,1993,-4.05,0.0879,369
Saudi Arabia,1994,-2.66,0.0907,381
Saudi Arabia,1995,-1.87,0.0943,389
Saudi Arabia,1996,-0.281,0.0981,404
Saudi Arabia,1997,0.342,0.0999,447
Saudi Arabia,1998,0.095,0.0996,461
Saudi Arabia,1999,-1.92,0.0976,483
Saudi Arabia,2000,4.29,0.0949,507
Saudi Arabia,2001,0.733,0.0963,533
Saudi Arabia,2002,1.05,0.0973,569
Saudi Arabia,2003,9.15,0.0982,600
Saudi Arabia,2004,6.73,0.0986,641
Saudi Arabia,2005,7.3,0.0985,680
Saudi Arabia,2006,5.33,0.0994,719
Saudi Arabia,2007,5.42,0.0996,761
Saudi Arabia,2008,7.59,0.0992,795
Saudi Arabia,2009,0.913,0.0979,846
Saudi Arabia,2010,6.39,0.0957,898
Saudi Arabia,2011,7.83,0.0917,991
Saudi Arabia,2012,5.12,0.0868,1030
Saudi Arabia,2013,3.2,0.0817,914
Senegal,1990,4.57,0.107,425
Senegal,1991,-0.332,0.108,438
Senegal,1992,2.36,0.108,457
Senegal,1993,-2.04,0.109,471
Senegal,1994,3,0.11,501
Senegal,1995,5.16,0.111,510
Senegal,1996,4.93,0.112,519
Senegal,1997,4.82,0.113,537
Senegal,1998,5.51,0.114,561
Senegal,1999,4.95,0.115,598
Senegal,2000,5.74,0.116,614
Senegal,2001,4.74,0.116,636
Senegal,2002,1.22,0.115,654
Senegal,2003,6.82,0.114,669
Senegal,2004,6.06,0.114,696
Senegal,2005,5.6,0.113,727
Senegal,2006,2.44,0.112,749
Senegal,2007,4.96,0.112,781
Senegal,2008,3.68,0.111,802
Senegal,2009,2.17,0.11,822
Senegal,2010,4.28,0.11,848
Senegal,2011,2.62,0.109,877
Senegal,2012,3.18,0.108,908
Senegal,2013,3.75,0.107,942
Serbia,1990,-6.76,0.0768,1890
Serbia,1991,-6.99,0.0775,1900
Serbia,1992,-27.1,0.0782,1960
Serbia,1993,-29.5,0.0788,2020
Serbia,1994,3.8,0.0792,2060
Serbia,1995,6.55,0.0793,2090
Serbia,1996,5.19,0.0781,2120
Serbia,1997,7.82,0.0764,2130
Serbia,1998,2.51,0.0744,2120
Serbia,1999,-22.8,0.0725,2120
Serbia,2000,4.32,0.071,2110
Serbia,2001,4.44,0.071,2080
Serbia,2002,3.61,0.0715,2040
Serbia,2003,2.12,0.0722,2020
Serbia,2004,8.09,0.0727,1980
Serbia,2005,6.1,0.0727,1940
Serbia,2006,3.79,0.0718,1900
Serbia,2007,5.8,0.0705,1860
Serbia,2008,4.33,0.069,1830
Serbia,2009,-3.01,0.0673,1810
Serbia,2010,-1.34,0.0658,1780
Serbia,2011,0.667,0.0643,1750
Serbia,2012,-1.12,0.0629,1730
Serbia,2013,2.34,0.0615,1720
Seychelles,1990,8.14,0.106,11
Seychelles,1991,2.5,0.106,11.2
Seychelles,1992,7.79,0.106,11.2
Seychelles,1993,6.16,0.105,11.1
Seychelles,1994,-4.05,0.103,10.7
Seychelles,1995,0.00717,0.101,10.2
Seychelles,1996,9.47,0.1,9.8
Seychelles,1997,12,0.0996,9.29
Seychelles,1998,1.49,0.0997,8.99
Seychelles,1999,0.943,0.0999,8.77
Seychelles,2000,4.49,0.1,8.56
Seychelles,2001,-1.18,0.0987,8.58
Seychelles,2002,0.607,0.096,8.65
Seychelles,2003,-4.76,0.0923,8.75
Seychelles,2004,-1.33,0.0883,8.71
Seychelles,2005,9.67,0.0844,8.62
Seychelles,2006,8.14,0.0831,8.27
Seychelles,2007,10.8,0.0828,8.09
Seychelles,2008,-3.64,0.083,8.04
Seychelles,2009,-0.906,0.0831,8
Seychelles,2010,3.55,0.0825,7.94
Seychelles,2011,7.14,0.0801,7.98
Seychelles,2012,1.98,0.0773,7.83
Seychelles,2013,2.67,0.0743,7.81
Sierra Leone,1990,1.35,0.102,151
Sierra Leone,1991,-10.1,0.102,152
Sierra Leone,1992,-8.41,0.102,154
Sierra Leone,1993,0.379,0.103,153
Sierra Leone,1994,0.349,0.103,154
Sierra Leone,1995,-11.8,0.104,158
Sierra Leone,1996,-25.8,0.105,160
Sierra Leone,1997,-19.8,0.105,170
Sierra Leone,1998,-1.83,0.106,171
Sierra Leone,1999,-6.87,0.107,176
Sierra Leone,2000,4.31,0.108,180
Sierra Leone,2001,16.1,0.108,190
Sierra Leone,2002,26.5,0.108,207
Sierra Leone,2003,8.61,0.108,218
Sierra Leone,2004,9.03,0.108,228
Sierra Leone,2005,9.1,0.109,240
Sierra Leone,2006,4.53,0.108,248
Sierra Leone,2007,7.97,0.108,258
Sierra Leone,2008,5.16,0.108,267
Sierra Leone,2009,2.94,0.108,276
Sierra Leone,2010,4.93,0.109,285
Sierra Leone,2011,5.61,0.108,289
Sierra Leone,2012,15.4,0.108,300
Sierra Leone,2013,16.3,0.108,306
Singapore,1990,7.86,0.0836,440
Singapore,1991,6.48,0.0799,421
Singapore,1992,6.32,0.0767,411
Singapore,1993,12.5,0.0739,401
Singapore,1994,11.6,0.0714,406
Singapore,1995,8.07,0.0692,411
Singapore,1996,6.53,0.067,402
Singapore,1997,7.72,0.066,405
Singapore,1998,-2.43,0.0664,407
Singapore,1999,8.82,0.0675,407
Singapore,2000,10.5,0.0683,414
Singapore,2001,-3.73,0.0673,411
Singapore,2002,4.51,0.0666,418
Singapore,2003,4.15,0.0673,420
Singapore,2004,9.44,0.0692,414
Singapore,2005,6.88,0.0713,410
Singapore,2006,7.71,0.0709,417
Singapore,2007,7.47,0.0711,403
Singapore,2008,2.76,0.0726,399
Singapore,2009,1.01,0.0746,400
Singapore,2010,15.6,0.0755,393
